duration_seconds
71
2680
204
2676
594
1159
1171
165
1962
1529
358
2614
60
1320
1394
1477
1057
2079
182
120
593
134
2370
1064
2215
1068
2048
1954
1210
141
1969
192
1137
1183
2062
2486
2243
45
59
1114
1413
1121
630
1893
1470
147
180
1188
1088
241
2008
2652
605
1148
164
1226
627
2458
3161
585
1962
956
191
88
355
77
2178
235
644
2271
147
1064
55
217
178
2770
1143
1218
1030
1854
1169
2799
588
1082
87
240
2518
243
587
1011
1141
1828
1398
624
1881
57
1463
96
1111
592
939
194
624
1141
125
1895
143
595
2381
215
210
639
380
2093
1082
934
1087
994
182
2845
1025
2018
171
1159
43
1994
1115
2774
2085
2483
107
106
1741
2573
131
1250
579
576
2765
1479
1879
1843
270
1569
1703
584
1021
2044
1213
2545
2474
1094
1130
1172
1135
629
360
553
1741
1491
1056
85
1800
2667
336
1552
198
1662
1578
1019
615
1136
1132
83
314
1152
2326
2069
2004
1124
110
1067
1682
188
2301
602
125
2358
1621
144
1571
888
153
2161
184
2341
2510
1002
120
1051
1814
1109
1090
1151
1312
2690
266
1139
28
1907
1299
1854
1981
1731
1718
552
577
1214
1262
2355
599
2032
1119
570
1725
217
1429
661
1369
181
2826
349
1420
33
1221
58
2054
1182
1174
1119
140
379
1136
2086
1038
1180
1246
1638
90
913
128
2110
1525
334
2049
1158
581
1297
941
90
124
1703
280
127
156
994
1499
1149
578
2176
580
204
1987
45
60
2598
65
2338
1042
615
231
297
601
1931
1076
391
128
167
214
83
2211
89
2389
2278
1116
1414
89
284
615
1308
2660
991
1103
1991
133
2195
1954
2413
40
2145
645
587
186
125
1506
2404
2078
1210
1833
546
2258
1133
48
1224
1093
210
2733
1443
1127
2140
1132
2386
590
1607
609
2140
2262
2602
1055
333
1151
69
1262
75
126
39
1448
1113
434
1439
1759
1908
52
1471
1632
2171
2283
101
16
229
1360
2733
2266
207
591
1146
174
126
49
574
1642
610
912
2612
2175
340
2089
2494
297
447
80
273
1635
144
83
90
596
180
144
131
166
302
2254
1226
568
35
1893
2105
943
1286
1582
2417
245
1217
1322
1096
1190
637
1100
2062
188
55
2228
1748
178
2221
1290
175
233
558
126
100
576
242
2392
2096
1142
2014
58
644
1023
1407
1104
268
208
287
2488
1315
271
47
1786
56
1757
1140
215
1102
2732
608
613
2376
1144
1175
1184
182
32
589
1175
1894
587
148
603
1327
143
1517
2667
68
612
1718
1232
91
1114
132
587
579
1757
1103
1132
1119
2418
1111
2859
2362
147
1087
2347
1470
2589
1675
1651
1105
1305
1076
2406
1277
572
3283
1024
245
1265
91
1009
563
561
261
1492
2607
273
1156
38
2011
600
82
1997
1165
151
2131
1247
44
1117
281
350
147
674
193
606
1132
918
144
198
2069
77
1189
571
1091
337
2208
3133
587
57
218
141
1758
1427
2626
1024
251
190
646
166
2559
370
2004
1929
2154
286
98
130
1149
75
255
286
73
564
386
1126
121
598
426
78
1965
1050
1975
1373
2134
2100
1092
67
70
2444
211
905
2200
259
1645
578
2022
1131
2169
1138
590
570
600
603
1127
1962
279
328
1815
1544
232
624
156
2165
217
1166
98
1633
304
1191
1454
74
2508
68
1129
1137
2743
1483
972
1986
224
2362
953
2104
86
640
53
54
2128
639
236
121
178
1077
586
1584
214
1511
2675
2253
2135
115
163
77
97
582
90
43
593
600
103
1162
2101
2551
1958
1304
132
2150
124
1964
609
56
572
594
2036
581
209
73
1075
2086
36
67
114
1686
2628
3087
367
2029
2300
2232
1056
1630
181
469
129
1888
132
144
280
1458
196
55
2158
596
2295
212
1097
2606
82
633
603
279
612
213
2046
1299
1343
604
2029
1828
954
609
588
1157
878
1011
572
148
1100
232
1001
2572
1020
1451
596
151
1037
1277
158
1189
1070
1114
1541
2139
1433
204
287
80
608
566
1146
609
180
57
123
1144
71
552
610
56
252
304
1456
1532
1123
1936
580
967
1194
2273
1360
61
576
1095
1330
1021
2706
2112
131
1037
567
587
1322
45
1870
1083
2464
1077
146
580
1356
2508
2203
227
609
2534
306
568
923
363
145
60
1112
1062
1154
1462
552
68
1681
1290
1429
1098
167
2004
1993
338
1338
1566
2419
564
1024
1744
1812
3206
1026
1453
241
1312
579
993
1489
606
1251
50
582
2370
144
58
1150
1458
122
562
148
574
294
65
571
1139
1692
1796
1285
110
622
167
240
153
1231
1205
94
1457
72
2585
232
205
43
228
214
1104
1113
361
64
1155
1480
2154
1051
85
2130
384
1163
1262
1159
436
81
573
63
892
207
71
135
340
2010
1754
625
1840
184
1086
1453
917
174
2187
1070
338
264
46
805
52
1776
2150
1344
43
2044
584
1122
1356
30
1980
377
193
1176
1049
2021
1924
1507
131
2156
2115
1117
1166
597
1014
155
1137
267
618
1913
1965
1255
112
1035
2711
1063
587
963
1589
631
602
2209
1138
1250
1070
1308
2153
2199
1256
77
610
1293
139
1572
1329
1787
694
218
577
54
1393
2077
980
1192
1467
3657
1459
1084
1276
2025
2099
2596
584
1515
2082
627
591
309
1924
2918
698
481
87
583
1382
1976
2388
1750
949
644
191
1126
126
604
1056
1189
1235
2029
599
1116
1575
1045
1228
172
185
1865
1765
126
222
2571
181
178
2021
66
132
131
192
2035
135
957
1719
1114
194
117
2216
113
570
1849
1073
1405
1928
280
1950
2541
68
599
55
210
1151
1093
84
242
603
192
390
1335
1903
2234
1170
1116
1055
2548
997
1127
599
224
345
1228
58
603
2399
1098
1504
182
1690
2741
582
127
2226
1082
112
229
193
1136
212
992
616
612
1992
609
2265
1526
1027
304
1216
2051
146
2023
565
322
1477
1304
194
160
67
3244
1929
1431
1054
1438
2029
1260
967
943
231
608
328
1278
1727
971
1538
255
1118
577
1212
1107
2145
1217
134
141
62
1016
1096
112
1056
1432
3846
116
1083
1107
1059
102
1270
1415
1459
79
2523
228
2718
2182
1154
1235
918
606
1357
556
566
1626
592
2105
92
1165
1129
650
593
591
1302
2131
1133
588
1776
621
579
573
59
2538
2096
1121
240
2755
108
1130
193
1433
1113
1162
621
1926
1592
134
263
591
2019
587
1129
2416
1336
185
58
260
2005
2126
614
591
121
1103
633
145
1622
44
485
270
461
232
142
2636
118
214
325
922
184
1789
1309
2653
56
608
209
2252
540
1035
1372
1098
309
562
185
83
445
2365
85
1353
2203
1172
374
1159
154
104
102
150
1152
1497
590
590
2090
2149
1046
1191
2372
2115
588
127
1051
1034
599
571
229
2060
566
611
1395
1122
1987
64
1987
1165
181
574
1102
2063
2536
940
252
66
1108
2902
88
967
104
2669
1019
102
1261
228
1209
121
39
1794
1307
83
1801
1560
1606
3152
93
614
156
2675
1485
20
1051
985
588
2022
1135
354
108
2435
591
582
482
2131
592
1288
134
1438
1123
271
601
303
1111
95
2093
225
237
2691
1301
184
1171
143
1581
1063
151
1258
184
590
623
179
223
1173
174
1344
1092
112
2413
125
1322
143
220
583
576
1148
591
1251
211
211
1173
2174
2023
1195
577
630
121
1134
1152
1993
1007
2186
282
596
2851
1331
589
1263
1308
573
1449
956
115
1918
227
593
317
1120
2914
1932
202
73
2164
59
149
2210
144
130
152
578
1629
1102
45
1152
2343
126
629
95
1500
613
602
2132
646
633
1254
1137
1162
1102
71
1503
2181
2264
1469
982
198
103
1292
78
2219
1481
595
2470
2204
2658
60
2198
94
1683
78
1138
97
1331
647
1337
2115
1885
633
1107
1366
3303
2130
162
2238
149
122
1123
89
249
76
163
2079
169
136
2047
2159
2549
973
103
1485
615
91
1891
2078
545
134
103
1388
970
2372
1126
227
607
1528
1973
579
356
1253
1983
467
607
39
3047
1111
1108
1586
137
34
1521
2657
63
1586
627
280
1325
2723
1877
150
320
240
184
353
2104
1160
1478
1018
228
608
1515
1449
160
131
308
251
1187
1056
995
269
2701
1355
573
92
615
383
2028
1694
2766
1053
1171
150
592
1191
334
1320
604
1430
1059
564
1070
1259
1079
1454
1629
1525
113
1228
397
1255
2188
97
1976
526
2173
2458
593
600
615
179
1069
1159
308
249
1495
143
1618
90
1070
2007
103
317
1114
234
578
615
2517
571
1251
1130
1364
1139
1072
630
1427
92
121
149
1085
131
1558
2508
178
1084
2472
55
1223
627
91
158
1069
1389
111
592
3157
2672
2081
951
2250
252
2141
791
593
2160
181
137
84
2523
2070
623
597
2065
2479
572
2229
147
2216
1132
1266
2212
583
639
2203
1970
2183
92
201
621
620
44
1871
3140
1528
1908
300
2222
24
454
1123
186
1148
1780
600
1238
3234
36
140
1427
112
2077
52
1157
1040
92
84
1068
183
1778
108
1871
618
3050
610
1165
1511
51
2404
2750
49
2384
59
1955
1052
110
78
2070
2030
1124
172
1801
623
1288
1288
74
289
1567
1720
560
145
734
1146
444
1094
1773
1190
704
2616
87
121
959
51
57
1313
185
2001
1846
1786
1129
611
1159
148
52
635
2726
1088
206
2060
1053
52
75
1826
2206
1528
544
269
140
1961
1981
1182
66
613
84
1341
1242
1074
1227
2153
576
2483
1116
223
593
251
470
1191
304
575
98
1457
1264
564
1493
1524
51
2223
82
1589
1046
1819
2372
1179
1099
1998
214
2352
70
73
2214
1229
60
2462
1939
2511
611
1038
2007
59
135
592
339
586
149
3163
1466
1210
1390
158
86
1149
588
2782
372
172
1617
1015
157
600
84
1347
1499
1037
1006
1177
2551
68
1951
397
630
782
625
125
1353
50
806
588
1331
1036
1205
575
2538
2000
1099
232
1285
2065
2472
135
2467
1904
626
2866
1223
596
1237
57
2228
2311
293
628
905
1160
599
