start_time,end_time,speaker_id
00:07:37,00:07:39,11
00:07:39,00:07:40,11
00:08:02,00:08:03,10
00:08:03,00:08:03,10
00:08:06,00:08:07,11
00:08:08,00:08:08,11
00:08:09,00:08:10,11
00:08:11,00:08:11,10
00:08:13,00:08:13,10
00:08:16,00:08:16,11
00:08:18,00:08:18,10
00:08:18,00:08:18,13
00:08:20,00:08:20,13
00:08:20,00:08:20,12
00:08:20,00:08:20,11
00:08:27,00:08:28,8
00:08:28,00:08:29,8
00:08:30,00:08:32,8
00:08:33,00:08:35,8
00:08:37,00:08:38,8
00:08:41,00:08:43,18
00:08:44,00:08:46,18
00:08:48,00:08:50,11
00:08:50,00:08:51,18
00:08:53,00:08:53,18
00:08:56,00:08:57,11
00:08:58,00:08:59,11
00:09:01,00:09:05,11
00:09:11,00:09:11,4
00:09:13,00:09:13,12
00:09:14,00:09:15,4
00:09:17,00:09:18,4
00:09:20,00:09:20,4
00:09:24,00:09:25,4
00:09:29,00:09:30,8
00:09:33,00:09:34,8
00:09:35,00:09:37,8
00:09:38,00:09:39,8
00:09:40,00:09:40,4
00:09:40,00:09:40,8
00:09:40,00:09:43,4
00:09:44,00:09:44,4
00:09:46,00:09:47,18
00:09:47,00:09:47,4
00:09:47,00:09:47,18
00:09:48,00:09:48,18
00:09:48,00:09:48,4
00:09:48,00:09:48,18
00:09:48,00:09:48,4
00:09:48,00:09:49,18
00:09:49,00:09:49,12
00:09:49,00:09:49,18
00:09:49,00:09:49,12
00:09:49,00:09:50,18
00:09:51,00:09:51,18
00:09:51,00:09:54,8
00:09:57,00:09:58,8
00:09:59,00:10:00,8
00:10:01,00:10:01,8
00:10:01,00:10:03,8
00:10:04,00:10:05,8
00:10:05,00:10:07,11
00:10:09,00:10:10,11
00:10:10,00:10:12,11
00:10:14,00:10:16,11
00:10:18,00:10:19,11
00:10:24,00:10:25,4
00:10:27,00:10:28,4
00:10:32,00:10:32,4
00:10:32,00:10:33,9
00:10:37,00:10:37,9
00:10:39,00:10:41,8
00:10:41,00:10:41,2
00:10:41,00:10:41,9
00:10:41,00:10:41,8
00:10:43,00:10:44,8
00:10:46,00:10:50,8
00:10:51,00:10:52,8
00:10:52,00:10:53,8
00:10:54,00:10:57,8
00:10:58,00:10:59,8
00:11:00,00:11:01,8
00:11:01,00:11:02,4
00:11:22,00:11:23,11
00:11:25,00:11:26,11
00:11:26,00:11:26,11
00:11:27,00:11:28,13
00:11:28,00:11:28,11
00:11:44,00:11:45,11
00:11:46,00:11:48,11
00:11:48,00:11:50,11
00:11:53,00:11:53,11
00:11:53,00:11:55,11
00:11:57,00:11:57,11
00:11:58,00:12:02,11
00:12:02,00:12:02,11
00:12:03,00:12:04,11
00:12:04,00:12:06,11
00:12:06,00:12:07,11
00:12:12,00:12:13,11
00:12:13,00:12:14,11
00:12:40,00:12:40,8
00:12:43,00:12:43,8
00:12:47,00:12:47,8
00:12:50,00:12:52,8
00:12:54,00:12:56,8
00:12:57,00:12:59,8
00:13:02,00:13:05,8
00:13:06,00:13:08,8
00:13:10,00:13:11,8
00:13:12,00:13:13,8
00:13:14,00:13:17,8
00:13:17,00:13:18,8
00:13:20,00:13:20,8
00:13:21,00:13:23,8
00:13:23,00:13:23,8
00:13:24,00:13:29,8
00:13:30,00:13:31,8
00:13:31,00:13:32,8
00:13:32,00:13:38,8
00:13:39,00:13:40,8
00:13:40,00:13:41,8
00:13:42,00:13:44,8
00:13:46,00:13:46,8
00:13:47,00:13:47,8
00:13:49,00:13:50,8
00:13:50,00:13:54,8
00:13:55,00:13:57,8
00:13:58,00:14:01,8
00:14:02,00:14:03,8
00:14:03,00:14:04,8
00:14:06,00:14:06,8
00:14:08,00:14:09,8
00:14:11,00:14:14,8
00:14:15,00:14:17,8
00:14:19,00:14:20,8
00:14:20,00:14:21,8
00:14:22,00:14:23,8
00:14:24,00:14:25,8
00:14:26,00:14:27,8
00:14:28,00:14:31,8
00:14:32,00:14:35,8
00:14:35,00:14:36,8
00:14:37,00:14:38,8
00:14:40,00:14:41,8
00:14:42,00:14:43,8
00:14:44,00:14:46,8
00:14:46,00:14:47,8
00:14:48,00:14:49,8
00:14:50,00:14:52,8
00:14:54,00:14:55,8
00:14:56,00:14:57,8
00:14:57,00:14:58,8
00:14:59,00:15:00,8
00:15:02,00:15:04,8
00:15:04,00:15:05,8
00:15:05,00:15:05,8
00:15:07,00:15:08,8
00:15:08,00:15:08,10
00:15:09,00:15:09,8
00:15:09,00:15:09,10
00:15:11,00:15:12,8
00:15:12,00:15:12,10
00:15:13,00:15:15,8
00:15:16,00:15:23,8
00:15:24,00:15:24,10
00:15:24,00:15:24,8
00:15:26,00:15:28,10
00:15:29,00:15:32,10
00:15:33,00:15:35,10
00:15:36,00:15:37,8
00:15:37,00:15:41,8
00:15:41,00:15:44,10
00:15:50,00:15:51,10
00:15:52,00:15:52,10
00:15:53,00:15:54,10
00:15:54,00:15:56,10
00:15:56,00:15:57,10
00:15:58,00:15:59,10
00:16:00,00:16:01,10
00:16:02,00:16:02,10
00:16:03,00:16:04,10
00:16:05,00:16:05,10
00:16:05,00:16:07,10
00:16:09,00:16:10,10
00:16:10,00:16:13,10
00:16:14,00:16:14,10
00:16:15,00:16:16,10
00:16:16,00:16:17,10
00:16:17,00:16:18,10
00:16:18,00:16:19,10
00:16:20,00:16:21,10
00:16:22,00:16:27,10
00:16:28,00:16:30,10
00:16:33,00:16:35,5
00:16:35,00:16:37,5
00:16:49,00:16:50,2
00:16:51,00:16:52,2
00:16:53,00:16:54,2
00:16:55,00:16:56,2
00:16:56,00:16:58,2
00:16:58,00:17:00,2
00:17:00,00:17:03,2
00:17:05,00:17:05,14
00:17:08,00:17:08,14
00:17:08,00:17:09,14
00:17:11,00:17:11,14
00:17:14,00:17:16,14
00:17:28,00:17:28,14
00:17:29,00:17:34,14
00:17:34,00:17:36,14
00:17:39,00:17:39,14
00:17:41,00:17:43,14
00:17:44,00:17:46,14
00:18:54,00:18:55,4
00:18:56,00:18:57,4
00:18:57,00:18:57,15
00:18:57,00:18:57,15
00:18:57,00:18:58,4
00:18:58,00:18:58,15
00:19:03,00:19:04,12
00:19:13,00:19:13,11
00:19:13,00:19:13,10
00:19:18,00:19:20,11
00:19:20,00:19:20,8
00:19:21,00:19:21,8
00:19:22,00:19:22,8
00:19:22,00:19:23,11
00:19:26,00:19:27,11
00:19:29,00:19:29,9
00:19:29,00:19:29,11
00:19:29,00:19:29,9
00:19:34,00:19:36,11
00:19:36,00:19:37,11
00:19:39,00:19:41,9
00:19:41,00:19:42,9
00:19:42,00:19:43,9
00:19:43,00:19:44,11
00:19:44,00:19:44,11
00:19:45,00:19:45,11
00:19:47,00:19:48,11
00:19:49,00:19:49,11
00:19:50,00:19:51,8
00:19:53,00:19:55,11
00:19:56,00:20:00,11
00:20:00,00:20:01,11
00:20:01,00:20:02,11
00:20:03,00:20:03,11
00:20:04,00:20:06,11
00:20:10,00:20:10,8
00:20:10,00:20:11,11
00:20:12,00:20:13,11
00:20:14,00:20:17,11
00:20:18,00:20:18,11
00:20:18,00:20:18,8
00:20:18,00:20:19,11
00:20:20,00:20:20,15
00:20:20,00:20:20,11
00:20:27,00:20:27,15
00:20:28,00:20:29,15
00:20:29,00:20:29,11
00:20:30,00:20:31,11
00:20:32,00:20:32,11
00:20:32,00:20:33,11
00:20:34,00:20:36,11
00:20:37,00:20:37,11
00:20:37,00:20:38,11
00:20:39,00:20:41,11
00:20:43,00:20:44,11
00:20:47,00:20:48,11
00:20:49,00:20:50,11
00:20:51,00:20:51,11
00:20:52,00:20:53,11
00:20:54,00:20:55,11
00:20:56,00:20:57,11
00:20:57,00:20:58,11
00:20:59,00:21:00,11
00:21:01,00:21:03,11
00:21:04,00:21:05,11
00:21:09,00:21:12,8
00:21:12,00:21:15,11
00:21:15,00:21:17,11
00:21:18,00:21:21,11
00:21:22,00:21:23,11
00:21:24,00:21:24,15
00:21:29,00:21:30,11
00:21:33,00:21:34,11
00:21:37,00:21:38,11
00:21:39,00:21:39,11
00:21:40,00:21:42,11
00:21:43,00:21:45,11
00:21:46,00:21:46,11
00:21:47,00:21:50,11
00:21:51,00:21:54,11
00:21:55,00:21:55,11
00:21:55,00:21:56,11
00:22:02,00:22:03,11
00:22:04,00:22:06,11
00:22:06,00:22:07,11
00:22:07,00:22:10,11
00:22:11,00:22:13,11
00:22:13,00:22:14,11
00:22:15,00:22:16,11
00:22:16,00:22:19,11
00:22:19,00:22:21,11
00:22:21,00:22:22,11
00:22:23,00:22:23,11
00:22:25,00:22:26,11
00:22:27,00:22:28,11
00:22:28,00:22:34,11
00:22:36,00:22:40,11
00:22:44,00:22:44,4
00:22:45,00:22:45,3
00:22:45,00:22:45,11
00:23:08,00:23:09,11
00:23:10,00:23:11,11
00:23:15,00:23:17,11
00:23:28,00:23:30,11
00:23:31,00:23:31,11
00:23:33,00:23:34,11
00:23:35,00:23:36,11
00:23:37,00:23:39,11
00:23:41,00:23:44,11
00:23:44,00:23:45,11
00:23:45,00:23:46,11
00:23:48,00:23:49,11
00:23:55,00:23:55,12
00:24:10,00:24:10,12
00:24:12,00:24:12,12
00:24:12,00:24:12,11
00:24:12,00:24:12,12
00:24:15,00:24:15,11
00:24:17,00:24:18,11
00:24:19,00:24:21,11
00:24:21,00:24:22,11
00:24:23,00:24:23,11
00:24:24,00:24:24,11
00:24:25,00:24:26,11
00:24:27,00:24:29,11
00:24:29,00:24:29,11
00:24:31,00:24:32,11
00:24:32,00:24:34,11
00:24:35,00:24:36,11
00:24:37,00:24:38,11
00:24:39,00:24:40,11
00:24:41,00:24:42,11
00:24:45,00:24:48,11
00:24:48,00:24:49,11
00:24:49,00:24:50,11
00:24:51,00:24:52,11
00:24:54,00:24:54,11
00:24:55,00:24:58,11
00:24:59,00:25:00,11
00:25:01,00:25:03,11
00:25:04,00:25:05,11
00:25:06,00:25:08,11
00:25:10,00:25:11,11
00:25:14,00:25:15,11
00:25:16,00:25:16,11
00:25:17,00:25:18,11
00:25:19,00:25:19,11
00:25:21,00:25:22,11
00:25:24,00:25:25,11
00:25:26,00:25:26,11
00:25:28,00:25:30,11
00:25:30,00:25:32,11
00:25:34,00:25:34,11
00:25:37,00:25:37,11
00:25:39,00:25:39,15
00:27:52,00:27:54,11
00:27:56,00:27:58,11
00:27:58,00:27:59,11
00:28:01,00:28:03,11
00:28:04,00:28:05,11
00:28:06,00:28:06,12
00:28:06,00:28:06,11
00:28:06,00:28:06,12
00:28:08,00:28:09,12
00:29:13,00:29:14,15
00:29:17,00:29:18,15
00:29:21,00:29:22,8
00:29:22,00:29:25,8
00:29:31,00:29:31,19
00:29:32,00:29:33,19
00:29:34,00:29:37,19
00:29:38,00:29:39,19
00:29:43,00:29:44,9
00:29:44,00:29:46,9
00:29:47,00:29:48,19
00:29:48,00:29:49,19
00:29:50,00:29:51,9
00:29:52,00:29:52,19
00:30:04,00:30:05,8
00:30:10,00:30:12,8
00:30:14,00:30:15,8
00:30:17,00:30:17,8
00:30:19,00:30:20,8
00:30:21,00:30:22,8
00:30:24,00:30:24,8
00:30:25,00:30:25,12
00:30:25,00:30:26,8
00:30:32,00:30:32,8
00:30:34,00:30:36,8
00:30:38,00:30:39,8
00:30:40,00:30:41,8
00:30:42,00:30:43,8
00:30:44,00:30:45,8
00:30:46,00:30:47,8
00:30:48,00:30:48,8
00:30:51,00:30:53,3
00:30:53,00:30:53,8
00:30:53,00:30:53,10
00:30:53,00:30:53,3
00:30:53,00:30:54,10
00:30:54,00:30:54,3
00:30:58,00:30:59,8
00:30:59,00:30:59,8
00:31:02,00:31:03,8
00:31:03,00:31:04,8
00:31:07,00:31:09,8
00:31:10,00:31:11,8
00:31:12,00:31:13,8
00:31:13,00:31:14,8
00:31:17,00:31:19,8
00:31:20,00:31:22,8
00:31:22,00:31:28,8
00:31:31,00:31:31,10
00:31:31,00:31:32,8
00:31:32,00:31:33,8
00:31:35,00:31:35,3
00:31:40,00:31:40,8
00:31:41,00:31:41,8
00:31:43,00:31:44,3
00:31:44,00:31:45,3
00:31:45,00:31:46,8
00:31:46,00:31:47,3
00:31:47,00:31:47,3
00:31:50,00:31:51,8
00:31:52,00:31:53,8
00:31:55,00:31:56,8
00:31:58,00:31:58,19
00:31:59,00:32:00,8
00:32:00,00:32:01,8
00:32:03,00:32:03,8
00:32:04,00:32:05,8
00:32:07,00:32:08,8
00:32:11,00:32:12,8
00:32:13,00:32:14,8
00:32:16,00:32:17,8
00:32:18,00:32:18,14
00:32:20,00:32:21,8
00:32:23,00:32:24,8
00:32:28,00:32:28,8
00:32:29,00:32:29,8
00:32:31,00:32:35,8
00:32:38,00:32:39,8
00:32:40,00:32:42,8
00:32:43,00:32:44,8
00:32:44,00:32:45,8
00:32:46,00:32:47,8
00:32:48,00:32:49,8
00:32:52,00:32:53,8
00:32:54,00:32:55,9
00:33:00,00:33:01,3
00:33:08,00:33:09,3
00:33:10,00:33:11,7
00:33:11,00:33:11,3
00:33:11,00:33:12,3
00:33:15,00:33:16,3
00:33:17,00:33:17,12
00:33:19,00:33:20,3
00:33:23,00:33:25,3
00:33:27,00:33:28,12
00:33:31,00:33:32,7
00:33:33,00:33:35,12
00:33:35,00:33:36,7
00:33:39,00:33:40,7
00:33:40,00:33:40,8
00:33:42,00:33:43,8
00:34:07,00:34:08,6
00:34:10,00:34:10,6
00:34:10,00:34:10,19
00:34:10,00:34:10,6
00:34:11,00:34:16,19
00:34:16,00:34:16,8
00:34:16,00:34:17,19
00:34:34,00:34:35,11
00:34:40,00:34:41,8
00:34:50,00:34:52,11
00:34:54,00:34:55,11
00:34:57,00:34:57,11
00:35:02,00:35:03,11
00:35:06,00:35:07,8
00:35:10,00:35:11,8
00:35:12,00:35:13,8
00:35:15,00:35:18,8
00:35:20,00:35:20,4
00:35:20,00:35:20,8
00:35:20,00:35:20,4
00:35:20,00:35:20,8
00:35:20,00:35:20,4
00:35:20,00:35:22,8
00:35:20,00:35:21,4
00:35:30,00:35:31,9
00:35:34,00:35:35,20
00:35:36,00:35:37,20
00:35:40,00:35:41,8
00:35:44,00:35:45,8
00:35:47,00:35:47,8
00:35:49,00:35:50,20
00:35:52,00:35:55,8
00:35:56,00:35:57,8
00:35:59,00:36:02,8
00:36:04,00:36:07,20
00:36:09,00:36:12,20
00:36:13,00:36:14,20
00:36:15,00:36:17,8
00:36:19,00:36:20,8
00:36:21,00:36:22,20
00:36:25,00:36:29,20
00:36:30,00:36:31,20
00:36:32,00:36:33,20
00:36:35,00:36:39,20
00:36:40,00:36:41,20
00:36:42,00:36:43,8
00:36:45,00:36:46,8
00:36:48,00:36:50,8
00:36:51,00:36:53,8
00:36:55,00:36:58,8
00:37:00,00:37:04,8
00:37:06,00:37:07,20
00:37:08,00:37:10,20
00:37:11,00:37:12,20
00:37:13,00:37:15,20
00:37:16,00:37:16,20
00:37:17,00:37:19,8
00:37:20,00:37:21,8
00:37:22,00:37:23,8
00:37:25,00:37:26,8
00:37:28,00:37:30,8
00:37:32,00:37:33,8
00:37:33,00:37:34,8
00:37:36,00:37:37,8
00:37:38,00:37:40,8
00:37:43,00:37:44,8
00:37:46,00:37:47,8
00:37:48,00:37:50,8
00:37:51,00:37:53,8
00:37:53,00:37:56,8
00:37:56,00:38:01,8
00:38:04,00:38:06,20
00:38:07,00:38:08,20
00:38:09,00:38:11,20
00:38:12,00:38:13,20
00:38:13,00:38:14,8
00:38:15,00:38:16,20
00:38:17,00:38:18,20
00:38:19,00:38:20,20
00:38:21,00:38:22,20
00:38:23,00:38:25,20
00:38:26,00:38:27,20
00:38:28,00:38:31,20
00:38:31,00:38:32,20
00:38:33,00:38:37,20
00:38:38,00:38:40,20
00:38:41,00:38:42,8
00:38:43,00:38:46,8
00:38:49,00:38:50,8
00:38:50,00:38:51,5
00:38:53,00:38:54,5
00:38:56,00:38:57,5
00:38:58,00:39:00,5
00:39:12,00:39:13,12
00:39:41,00:39:41,12
00:40:05,00:40:07,20
00:40:10,00:40:11,20
00:40:17,00:40:19,20
00:40:23,00:40:25,20
00:40:26,00:40:27,20
00:40:28,00:40:28,20
00:40:33,00:40:35,8
00:40:37,00:40:39,8
00:40:41,00:40:43,8
00:40:44,00:40:44,8
00:40:47,00:40:48,20
00:40:48,00:40:49,20
00:40:50,00:40:51,20
00:40:54,00:40:55,20
00:41:02,00:41:03,13
00:41:05,00:41:05,13
00:41:07,00:41:08,13
00:41:10,00:41:14,8
00:41:15,00:41:17,8
00:41:20,00:41:20,8
00:41:20,00:41:24,8
00:41:25,00:41:26,8
00:41:26,00:41:26,15
00:41:26,00:41:28,15
00:41:29,00:41:32,8
00:41:34,00:41:37,8
00:41:38,00:41:40,8
00:41:41,00:41:45,8
00:41:46,00:41:50,8
00:41:51,00:41:55,8
00:41:55,00:41:55,19
00:41:55,00:41:55,8
00:41:55,00:41:55,19
00:42:00,00:42:02,8
00:42:04,00:42:04,8
00:42:07,00:42:09,8
00:42:10,00:42:12,8
00:42:16,00:42:16,8
00:42:18,00:42:20,8
00:42:21,00:42:21,8
00:42:24,00:42:25,8
00:42:25,00:42:25,8
00:42:28,00:42:30,8
00:42:31,00:42:31,8
00:42:36,00:42:37,7
00:42:39,00:42:40,7
00:42:42,00:42:43,7
00:42:50,00:42:52,8
00:42:54,00:42:55,8
00:42:57,00:42:58,8
00:42:59,00:43:00,8
00:43:03,00:43:03,8
00:43:05,00:43:08,8
00:43:12,00:43:13,8
00:43:20,00:43:21,4
00:43:23,00:43:24,4
00:43:26,00:43:27,4
00:43:31,00:43:32,4
00:43:33,00:43:35,4
00:43:35,00:43:37,4
00:43:43,00:43:44,8
00:43:47,00:43:47,8
00:43:47,00:43:47,4
00:43:47,00:43:49,8
00:43:50,00:43:53,8
00:43:57,00:43:59,8
00:44:00,00:44:00,8
00:44:01,00:44:02,20
00:44:02,00:44:03,20
00:44:06,00:44:08,20
00:44:10,00:44:11,20
00:44:14,00:44:16,20
00:44:18,00:44:20,20
00:44:22,00:44:24,20
00:44:28,00:44:30,20
00:44:32,00:44:33,20
00:44:36,00:44:36,20
00:44:37,00:44:38,20
00:44:39,00:44:42,20
00:44:42,00:44:43,20
00:44:44,00:44:45,20
00:44:48,00:44:49,20
00:44:50,00:44:55,20
00:44:58,00:45:01,20
00:45:03,00:45:03,20
00:45:05,00:45:06,20
00:45:07,00:45:08,20
00:45:09,00:45:10,20
00:45:11,00:45:12,20
00:45:14,00:45:15,20
00:45:18,00:45:18,20
00:45:20,00:45:22,20
00:45:24,00:45:26,20
00:45:27,00:45:29,20
00:45:31,00:45:35,20
00:45:36,00:45:38,20
00:45:38,00:45:40,20
00:45:41,00:45:43,20
00:45:43,00:45:43,13
00:45:45,00:45:46,13
00:45:51,00:45:51,12
00:45:52,00:45:53,12
00:46:06,00:46:08,9
00:46:12,00:46:14,9
00:46:13,00:46:13,7
00:46:14,00:46:14,7
00:46:14,00:46:14,7
00:46:18,00:46:20,9
00:46:22,00:46:22,9
00:46:22,00:46:26,8
00:46:27,00:46:29,8
00:46:30,00:46:32,9
00:46:41,00:46:45,8
00:46:45,00:46:48,8
00:46:49,00:46:52,8
00:46:52,00:46:55,8
00:46:58,00:46:58,18
00:47:00,00:47:02,18
00:47:02,00:47:02,4
00:47:06,00:47:06,4
00:47:08,00:47:09,4
00:47:19,00:47:20,11
00:47:21,00:47:22,11
00:47:22,00:47:23,11
00:47:24,00:47:25,11
00:47:26,00:47:26,11
00:47:27,00:47:30,11
00:47:30,00:47:31,11
00:47:32,00:47:35,11
00:47:41,00:47:43,20
00:47:44,00:47:45,20
00:47:47,00:47:49,20
00:47:56,00:47:56,12
00:47:59,00:48:00,5
00:48:02,00:48:03,5
00:48:06,00:48:06,12
00:48:09,00:48:10,12
00:48:10,00:48:10,12
00:48:10,00:48:11,20
00:48:11,00:48:11,12
00:48:12,00:48:13,20
00:48:14,00:48:15,20
00:48:15,00:48:16,20
00:48:17,00:48:20,20
00:48:21,00:48:24,20
00:48:26,00:48:27,8
00:48:28,00:48:28,8
00:48:29,00:48:35,8
00:48:35,00:48:36,7
00:48:37,00:48:38,7
00:48:40,00:48:40,7
00:48:41,00:48:42,7
00:48:42,00:48:42,20
00:48:42,00:48:42,7
00:48:44,00:48:46,20
00:48:51,00:48:51,20
00:48:53,00:48:54,20
00:48:55,00:48:56,20
00:48:57,00:49:02,20
00:49:08,00:49:08,12
00:49:11,00:49:12,8
00:49:13,00:49:13,8
00:49:18,00:49:19,6
00:49:19,00:49:19,8
00:49:20,00:49:20,6
00:49:20,00:49:20,12
00:49:22,00:49:23,6
00:49:24,00:49:24,6
00:49:25,00:49:28,6
00:49:28,00:49:28,6
00:49:28,00:49:28,14
00:49:28,00:49:29,12
00:49:30,00:49:30,6
00:49:36,00:49:37,12
00:49:37,00:49:37,12
00:49:39,00:49:40,20
00:49:42,00:49:46,20
00:49:46,00:49:49,20
00:49:49,00:49:51,20
00:49:53,00:49:55,20
00:49:55,00:49:57,20
00:49:58,00:50:01,20
00:50:03,00:50:06,7
00:50:07,00:50:09,7
00:50:11,00:50:11,7
00:50:11,00:50:11,6
00:50:11,00:50:11,7
00:50:11,00:50:12,6
00:50:12,00:50:12,7
00:50:12,00:50:12,6
00:50:13,00:50:13,20
00:50:13,00:50:13,7
00:50:13,00:50:18,20
00:50:19,00:50:20,20
00:50:22,00:50:23,20
00:50:26,00:50:26,20
00:50:26,00:50:30,20
00:50:33,00:50:38,20
00:50:39,00:50:40,20
00:50:42,00:50:42,20
00:50:44,00:50:49,20
00:50:50,00:50:51,20
00:50:52,00:50:53,20
00:50:53,00:50:54,20
00:50:55,00:50:56,20
00:50:58,00:50:59,12
00:51:01,00:51:02,8
00:51:04,00:51:05,8
00:51:06,00:51:08,8
00:51:09,00:51:13,20
00:51:14,00:51:14,20
00:51:15,00:51:17,20
00:51:18,00:51:18,20
00:51:19,00:51:20,20
00:51:21,00:51:22,20
00:51:22,00:51:22,10
00:51:22,00:51:23,8
00:51:24,00:51:26,8
00:51:27,00:51:27,8
00:51:27,00:51:27,10
00:51:39,00:51:41,20
00:51:42,00:51:44,20
00:51:44,00:51:45,20
00:51:46,00:51:49,20
00:51:56,00:51:58,12
00:52:03,00:52:04,8
00:52:05,00:52:06,8
00:52:07,00:52:08,8
00:52:09,00:52:10,8
00:52:11,00:52:13,8
00:52:14,00:52:17,8
00:52:19,00:52:19,7
00:52:21,00:52:23,7
00:52:24,00:52:27,8
00:52:28,00:52:29,6
00:52:29,00:52:29,8
00:52:34,00:52:35,20
00:52:35,00:52:39,20
00:52:40,00:52:41,8
00:52:42,00:52:43,8
00:52:43,00:52:46,8
00:52:50,00:52:55,20
00:52:53,00:53:00,14
00:53:01,00:53:03,14
00:53:03,00:53:03,14
00:53:05,00:53:05,11
00:53:05,00:53:05,18
00:53:05,00:53:05,11
00:53:06,00:53:07,18
00:53:09,00:53:12,18
00:53:12,00:53:16,18
00:53:18,00:53:18,5
00:53:19,00:53:19,5
00:53:19,00:53:20,8
00:53:20,00:53:20,5
00:53:20,00:53:20,5
00:53:20,00:53:20,18
00:53:20,00:53:21,10
00:53:21,00:53:21,18
00:53:21,00:53:21,10
00:53:21,00:53:21,18
00:53:21,00:53:21,10
00:53:21,00:53:21,18
00:53:22,00:53:22,10
00:53:22,00:53:22,18
00:53:22,00:53:22,10
00:53:22,00:53:22,18
00:53:22,00:53:22,10
00:53:22,00:53:22,18
00:53:23,00:53:24,18
00:53:25,00:53:26,18
00:53:28,00:53:29,11
00:53:29,00:53:31,11
00:53:32,00:53:33,11
00:53:35,00:53:36,8
00:53:36,00:53:36,11
00:53:37,00:53:40,8
00:53:40,00:53:41,14
00:53:40,00:53:40,12
00:53:41,00:53:42,12
00:53:46,00:53:48,11
00:53:50,00:53:52,11
00:53:52,00:53:53,11
00:53:57,00:53:57,8
00:53:58,00:53:59,8
